time,prcp(mm/day),pet(mm/day),flow(m^3/s)
2012-09-14,0.19,12.2,10.954166666666667
2012-09-15,0.02,12.87,10.800000000000002
2012-09-16,0.0,12.25,10.800000000000002
2012-09-17,0.0,13.23,10.301279578458333
2012-09-18,0.0,15.22,7.927211934208334
2012-09-19,0.0,13.85,5.525057870416667
2012-09-20,0.0,12.620000000000001,5.325925926
2012-09-21,0.0,11.11,7.757285236791667
2012-09-22,0.02,10.700000000000001,13.725167181833333
2012-09-23,0.0,9.94,6.069399434208333
2012-09-24,0.0,11.53,6.265792181125001
2012-09-25,0.0,13.07,9.512602880625002
2012-09-26,17.65,5.890000000000001,9.8
2012-09-27,18.740000000000002,3.97,17.094077932083334
2012-09-28,8.98,6.44,39.86044238708333
2012-09-29,0.62,6.49,28.912930812916667
2012-09-30,0.0,10.83,11.661252571666665
2012-10-01,0.01,11.540000000000001,10.221006944166666
2012-10-02,0.01,10.74,10.293576389166667
2012-10-03,0.02,10.46,10.3
2012-10-04,0.3,10.65,10.3
2012-10-05,0.47000000000000003,10.47,10.3
2012-10-06,0.04,11.21,10.3
2012-10-07,0.0,10.64,9.692160173083334
2012-10-08,0.0,9.95,6.984510030833333
2012-10-09,22.09,6.5,10.777229616833333
2012-10-10,0.02,10.1,29.168608539166666
2012-10-11,0.0,11.24,20.243479938333333
2012-10-12,0.0,9.11,11.1402617025
2012-10-13,0.02,8.13,10.4
2012-10-14,0.0,10.4,10.4
2012-10-15,0.0,9.43,11.615679655833333
2012-10-16,12.38,6.25,17.030979938333335
2012-10-17,0.02,8.92,19.17097800875
2012-10-18,0.05,9.64,11.132970035833333
2012-10-19,0.0,8.77,10.342708333333333
2012-10-20,0.0,8.02,12.73457111625
2012-10-21,4.569999999999999,9.08,23.56195987625
2012-10-22,20.26,6.28,30.273315330000003
2012-10-23,0.11000000000000001,5.890000000000001,20.186188271666666
2012-10-24,0.0,7.52,11.043473507916667
2012-10-25,0.0,6.58,10.3
2012-10-26,0.02,5.53,20.046444187083335
2012-10-27,26.64,2.97,51.28461934125
2012-10-28,0.05,7.38,38.57161779833333
2012-10-29,0.01,8.290000000000001,17.493139146666667
2012-10-30,0.03,6.7299999999999995,32.061201133333334
2012-10-31,0.0,6.19,33.54814815
2012-11-01,0.07,5.51,33.52714120375
2012-11-02,0.0,5.41,33.45457176
2012-11-03,0.0,4.7,31.016788838333337
2012-11-04,5.56,3.66,32.342984825833334
2012-11-05,2.04,4.38,62.765117026666665
2012-11-06,0.0,5.99,55.28108924916666
2012-11-07,0.0,4.87,46.02379115333333
2012-11-08,0.02,5.0200000000000005,39.14891975166667
2012-11-09,0.0,5.140000000000001,33.87686471375
2012-11-10,0.0,3.9,40.74222608125
2012-11-11,0.0,2.89,70.80266846666667
2012-11-12,0.0,4.4,87.56826774666666
2012-11-13,0.0,5.41,68.87510931083334
2012-11-14,0.0,4.9,47.25713734541667
2012-11-15,0.0,3.31,104.22440200708333
2012-11-16,0.0,1.32,63.28230452666667
2012-11-17,0.0,2.48,57.52738554458333
2012-11-18,0.0,4.16,44.32939171791667
2012-11-19,0.0,4.48,82.80011794583334
2012-11-20,0.0,3.33,60.21853674166667
2012-11-21,0.0,2.7600000000000002,18.944406620416668
2012-11-22,0.0,2.17,7.815001286041666
2012-11-23,0.0,3.47,12.308905607208333
2012-11-24,0.0,3.5900000000000003,25.819245113333334
2012-11-25,0.0,2.62,40.92984182083333
2012-11-26,0.0,4.3,31.586188271666668
2012-11-27,0.0,5.16,22.443473507916664
2012-11-28,0.0,5.61,21.7
2012-11-29,0.0,4.7299999999999995,24.131359310416666
2012-11-30,0.0,4.37,30.099241254583333
2012-12-01,0.0,4.16,20.0121141975
2012-12-02,0.0,3.32,13.300758745416665
2012-12-03,0.0,2.87,20.95652649208333
2012-12-04,0.0,3.2,21.7
2012-12-05,0.4,2.1,21.7
2012-12-06,4.699999999999999,2.0100000000000002,19.268640689583332
2012-12-07,0.0,2.2800000000000002,13.300758745416665
2012-12-08,0.0,2.41,19.74084683625
2012-12-09,0.0,2.23,15.069020061666665
2012-12-10,0.0,1.9100000000000001,12.929021991249998
2012-12-11,0.0,1.79,18.525167181666664
2012-12-12,0.0,1.76,10.869399437083333
2012-12-13,0.0,2.0,10.12592593
2012-12-14,0.0,1.3599999999999999,12.557285238333334
2012-12-15,0.0,1.74,19.74084683625
2012-12-16,0.0,2.18,15.069020061666665
2012-12-17,0.0,2.2,10.497662682916667
2012-12-18,0.0,2.3200000000000003,10.12592593
2012-12-19,0.0,1.74,10.12592593
2012-12-20,0.0,1.58,10.12592593
2012-12-21,0.0,1.54,10.12592593
2012-12-22,0.0,2.12,10.12592593
2012-12-23,0.0,1.78,10.12592593
2012-12-24,0.0,1.54,10.12592593
2012-12-25,0.0,2.18,10.12592593
2012-12-26,0.0,1.59,10.12592593
2012-12-27,0.0,1.61,10.12592593
2012-12-28,0.0,1.41,10.12592593
2012-12-29,0.0,1.04,10.12592593
2012-12-30,0.0,1.44,10.12592593
2012-12-31,0.0,1.22,10.12592593
2013-01-01,0.0,1.0,9.51808609925
2013-01-02,0.0,1.07,6.810435956791667
2013-01-03,0.0,1.09,5.132597093666667
2013-01-04,0.0,1.15,7.654378858
2013-01-05,0.0,1.3,9.940057551083333
2013-01-06,0.0,1.35,10.12592593
2013-01-07,0.0,1.36,10.12592593
2013-01-08,0.0,1.25,10.12592593
2013-01-09,0.0,1.19,10.12592593
2013-01-10,0.0,1.29,10.12592593
2013-01-11,0.0,1.1900000000000002,10.12592593
2013-01-12,0.0,1.4,10.12592593
2013-01-13,0.0,1.6400000000000001,10.12592593
2013-01-14,0.0,1.54,10.12592593
2013-01-15,0.0,1.51,10.12592593
2013-01-16,0.0,1.24,9.822006013208332
2013-01-17,0.0,1.12,8.468180941291667
2013-01-18,0.0,1.8,7.021421682083333
2013-01-19,0.0,1.86,5.574662422916667
2013-01-20,0.0,1.57,5.0396629050833335
2013-01-21,0.0,1.35,7.654378858
2013-01-22,0.0,1.33,9.940057551083333
2013-01-23,0.0,1.6500000000000001,10.12592593
2013-01-24,0.0,1.99,10.12592593
2013-01-25,0.0,1.79,10.12592593
2013-01-26,0.0,1.5,10.12592593
2013-01-27,0.0,1.69,10.12592593
2013-01-28,0.0,1.54,10.12592593
2013-01-29,0.0,1.6300000000000001,10.12592593
2013-01-30,0.0,1.91,10.12592593
2013-01-31,0.0,1.56,12.557285238333334
2013-02-01,0.0,3.32,20.55129994
2013-02-02,0.0,4.67,19.489673354166666
2013-02-03,0.0,3.08,17.56066100833333
2013-02-04,0.0,2.7300000000000004,15.429035386666667
2013-02-05,0.0,2.31,12.597472993750001
2013-02-06,0.0,2.25,10.311794305416667
2013-02-07,0.0,2.57,10.12592593
2013-02-08,0.0,2.09,9.846319607125
2013-02-09,0.0,2.4400000000000004,8.600800540083332
2013-02-10,0.0,2.66,8.667813626166668
2013-02-11,0.0,2.66,12.166358826666666
2013-02-12,0.0,2.54,11.26283757625
2013-02-13,0.0,3.31,10.2114253825
2013-02-14,0.0,3.59,10.12592593
2013-02-15,0.0,3.41,10.12592593
2013-02-16,0.0,3.68,10.12592593
2013-02-17,0.0,3.05,10.12592593
2013-02-18,0.0,3.72,10.12592593
2013-02-19,0.0,3.79,10.12592593
2013-02-20,0.0,3.05,10.12592593
2013-02-21,0.0,3.63,9.720699375791666
2013-02-22,0.0,5.12,7.915599279791667
2013-02-23,0.0,6.07,5.986586934208333
2013-02-24,0.0,5.32,5.070640967958333
2013-02-25,0.0,5.0200000000000005,7.654378858
2013-02-26,0.0,5.2,9.332217721041667
2013-02-27,0.0,5.98,6.810435956791667
2013-02-28,0.0,4.0,5.132597093666667
2013-03-01,0.0,6.5,7.654378858
2013-03-02,0.0,7.4,9.940057551083333
2013-03-03,0.0,5.95,10.12592593
2013-03-04,0.0,6.35,10.136429400416667
2013-03-05,0.0,8.27,10.183217593333334
2013-03-06,0.0,6.7,10.490358152499999
2013-03-07,0.0,5.75,11.418158436250001
2013-03-08,0.0,7.24,11.5
2013-03-09,0.0,9.03,11.5
2013-03-10,0.0,11.0,11.5
2013-03-11,0.0,9.63,11.5
2013-03-12,0.0,4.94,11.457986110833334
2013-03-13,0.0,3.94,11.312847222500002
2013-03-14,0.0,6.32,11.300000000000002
2013-03-15,0.0,7.21,11.300000000000002
2013-03-16,0.0,7.06,11.116383745
2013-03-17,0.0,4.359999999999999,10.482073047916666
2013-03-18,0.0,4.6899999999999995,10.42592593
2013-03-19,0.0,6.94,10.42592593
2013-03-20,0.0,9.62,10.42592593
2013-03-21,0.0,9.66,10.42592593
2013-03-22,0.0,11.06,10.42592593
2013-03-23,0.0,9.16,10.471829991249999
2013-03-24,0.0,8.58,10.676311728333333
2013-03-25,0.0,9.17,10.894830247083334
2013-03-26,0.0,10.23,11.113348765416667
2013-03-27,0.0,9.27,11.28596322
2013-03-28,0.0,9.61,11.300000000000002
2013-03-29,0.0,10.49,11.300000000000002
2013-03-30,0.0,8.37,11.300000000000002
2013-03-31,0.0,7.4799999999999995,11.300000000000002
2013-04-01,2.36,3.61,11.300000000000002
2013-04-02,1.87,5.24,11.300000000000002
2013-04-03,0.0,9.620000000000001,11.029848965
2013-04-04,0.0,10.15,9.826448902583333
2013-04-05,0.59,6.04,8.540440672125
2013-04-06,0.07,9.21,8.335036579791668
2013-04-07,0.0,12.27,11.052175496666669
2013-04-08,0.64,7.930000000000001,11.720138889166668
2013-04-09,0.78,9.23,13.171527777500001
2013-04-10,0.0,11.219999999999999,10.868640689333333
2013-04-11,0.0,11.24,4.900758744875
2013-04-12,0.0,11.700000000000001,10.125167181125
2013-04-13,0.08,9.32,4.900758744875
2013-04-14,0.01,12.08,10.125167181125
2013-04-15,0.0,11.94,4.900758744875
2013-04-16,0.0,11.26,10.125167181125
2013-04-17,0.03,11.41,4.900758744875
2013-04-18,0.02,13.89,10.125167181125
2013-04-19,0.07,13.28,4.900758744875
2013-04-20,0.0,12.639999999999999,10.125167181125
2013-04-21,0.0,13.04,2.4693994342083334
2013-04-22,0.0,13.530000000000001,1.7259259259999997
2013-04-23,0.33,14.49,4.157285236666667
2013-04-24,0.9500000000000001,13.56,10.125167181125
2013-04-25,0.8300000000000001,13.85,4.900758744875
2013-04-26,0.01,14.43,10.125167181125
2013-04-27,0.01,14.85,2.4693994342083334
2013-04-28,10.32,13.07,4.157285236666667
2013-04-29,0.48,16.21,12.609043852625
2013-04-30,0.35,12.540000000000001,13.586458333333333
2013-05-01,0.0,10.31,13.678906249999999
2013-05-02,0.0,13.54,13.332118055833334
2013-05-03,0.0,14.27,10.973675411499999
2013-05-04,0.0,15.7,5.368640689333333
2013-05-05,0.0,16.79,13.056526492041668
2013-05-06,0.0,14.01,11.368640689625002
2013-05-07,0.0,13.38,5.400758744916666
2013-05-08,0.0,15.4,10.625167181666667
2013-05-09,2.0100000000000002,9.69,5.400758744916666
2013-05-10,1.3800000000000001,11.08,10.625167181666667
2013-05-11,0.0,16.34,5.400758744916666
2013-05-12,0.0,13.63,10.625167181666667
2013-05-13,0.0,9.7,5.400758744916666
2013-05-14,0.05,9.61,12.448686664958332
2013-05-15,0.0,11.620000000000001,10.484510030541667
2013-05-16,0.0,12.77,6.983151684666667
2013-05-17,0.0,13.45,2.597662680125
2013-05-18,0.0,7.7,2.8337657536250003
2013-05-19,0.8899999999999999,8.65,5.541415895041666
2013-05-20,0.02,19.62,9.04277424125
2013-05-21,2.0300000000000002,17.36,12.820423418333334
2013-05-22,0.0,13.67,10.484510030541667
2013-05-23,0.0,17.48,6.983151684666667
2013-05-24,0.0,15.879999999999999,2.597662680125
2013-05-25,0.0,11.9,2.225925926
2013-05-26,0.0,12.99,2.225925926
2013-05-27,3.41,8.09,2.225925926
2013-05-28,0.68,5.4399999999999995,2.036863426
2013-05-29,0.0,13.82,1.6568287037499998
2013-05-30,0.15,21.67,2.5424189815833333
2013-05-31,0.02,20.54,5.057285236708333
2013-06-01,0.0,14.15,11.02516718175
2013-06-02,0.0,16.259999999999998,3.3693994342083333
2013-06-03,0.0,13.22,2.625925926
2013-06-04,1.77,11.68,2.625925926
2013-06-05,11.32,8.65,5.057285236708333
2013-06-06,0.16,7.1,11.02516718175
2013-06-07,0.0,12.48,3.3693994342083333
2013-06-08,0.0,15.46,2.625925926
2013-06-09,0.0,15.81,2.625925926
2013-06-10,0.07,16.62,2.625925926
2013-06-11,23.37,7.99,7.4886445474166665
2013-06-12,3.6,4.16,19.42440843625
2013-06-13,0.05,11.53,4.1128729425
2013-06-14,0.01,15.25,2.625925926
2013-06-15,0.0,15.370000000000001,2.625925926
2013-06-16,0.0,12.33,2.625925926
2013-06-17,4.68,9.11,5.057285236708333
2013-06-18,0.87,11.23,11.02516718175
2013-06-19,0.0,14.75,3.3693994342083333
2013-06-20,0.0,17.03,2.625925926
2013-06-21,0.0,17.56,2.625925926
2013-06-22,1.07,14.91,2.625925926
2013-06-23,0.63,11.64,2.625925926
2013-06-24,8.48,7.55,2.625925926
2013-06-25,7.05,5.55,7.4886445474166665
2013-06-26,11.89,4.03,21.792746913333332
2013-06-27,21.31,6.12,24.38818158416667
2013-06-28,9.26,9.38,54.79104295208333
2013-06-29,24.14,10.620000000000001,46.934336419999994
2013-06-30,0.0,13.92,37.7916216575
2013-07-01,19.689999999999998,11.58,155.63579512333334
2013-07-02,71.39,7.49,497.87715069166666
2013-07-03,3.01,13.35,405.82557012916664
2013-07-04,0.0,17.46,166.673759
2013-07-05,0.7000000000000001,15.73,86.117399695
2013-07-06,0.0,15.48,65.21976594666667
2013-07-07,0.03,14.42,41.70992798375
2013-07-08,0.06,11.48,45.510410236666665
2013-07-09,2.85,6.1,39.821116255
2013-07-10,5.84,2.77,64.57757201666666
2013-07-11,9.18,7.17,48.79094650166667
2013-07-12,1.49,12.86,31.962860082083335
2013-07-13,0.0,12.1,38.538194445
2013-07-14,0.0,11.72,38.617926955
2013-07-15,9.47,6.67,32.93497942291666
2013-07-16,77.6,1.6700000000000002,396.11926440458336
2013-07-17,0.2,8.82,251.98868312083334
2013-07-18,2.27,11.89,116.75790895083333
2013-07-19,50.18,4.54,287.61811984583335
2013-07-20,4.54,3.84,313.27404835833335
2013-07-21,0.11,12.31,225.97718620416666
2013-07-22,1.1,13.98,168.13598249999998
2013-07-23,43.01,5.62,282.191538075
2013-07-24,0.08,8.46,286.045884775
2013-07-25,0.0,14.07,154.2478137875
2013-07-26,0.0,14.74,103.49292696083334
2013-07-27,0.18,12.34,112.35519547625
2013-07-28,59.76,7.390000000000001,436.10223765
2013-07-29,0.05,11.43,196.63245884166668
2013-07-30,49.87,7.96,303.73984054166664
2013-07-31,0.03,8.65,340.18698559166666
2013-08-01,0.02,13.39,281.23148147083333
2013-08-02,9.5,9.709999999999999,188.73431069583333
2013-08-03,0.09,7.77,167.34387860416666
2013-08-04,0.0,11.719999999999999,115.63106995875
2013-08-05,19.41,12.07,104.60347221541667
2013-08-06,0.0,9.23,94.02301954958334
2013-08-07,0.01,8.41,74.55208333291667
2013-08-08,10.94,5.86,62.25112597166666
2013-08-09,0.0,8.84,56.822279377499996
2013-08-10,0.0,12.5,51.95959362083334
2013-08-11,0.0,13.15,42.65886702666667
2013-08-12,14.309999999999999,11.2,36.01173482583334
2013-08-13,3.31,7.84,44.54088220083333
2013-08-14,15.200000000000001,5.94,63.87916666625
2013-08-15,0.06,10.4,71.69349279833334
2013-08-16,1.02,11.15,68.79558899333334
2013-08-17,51.809999999999995,8.290000000000001,382.3001543208333
2013-08-18,0.02,12.03,170.52975822916667
2013-08-19,0.02,15.59,123.00129886583333
2013-08-20,0.0,16.03,83.9953460775
2013-08-21,1.26,12.42,81.06192844041666
2013-08-22,0.030000000000000002,12.22,68.25623499666666
2013-08-23,0.0,13.08,58.86569572916667
2013-08-24,0.0,13.75,53.25950360041667
2013-08-25,0.0,14.57,34.029661779583336
2013-08-26,3.23,12.98,24.143473507916667
2013-08-27,0.04,12.780000000000001,25.83135931041667
2013-08-28,21.099999999999998,6.73,32.14648414916667
2013-08-29,1.24,6.07,32.93055300458333
2013-08-30,0.05,14.56,24.211062009166668
2013-08-31,0.0,15.69,23.399999999999995
2013-09-01,0.0,11.91,18.537281378625
2013-09-02,0.0,11.74,1.8539480452916666
2013-09-03,0.43,13.27,3.1175668724166665
2013-09-04,0.03,13.74,11.154513888958334
2013-09-05,0.02,11.049999999999999,13.869900977083333
2013-09-06,6.29,7.33,22.230600562916667
2013-09-07,1.97,7.52,20.542714761666666
2013-09-08,0.0,9.63,12.143473507916667
2013-09-09,1.0,6.73,13.831359310416666
2013-09-10,0.21,5.77,20.429449587916668
2013-09-11,0.15,9.52,14.950765174583333
2013-09-12,0.02,13.28,14.4
2013-09-13,0.25,12.09,11.968640689541667
2013-09-14,0.42000000000000004,10.43,3.5693994342083335
2013-09-15,0.02,15.0,2.825925926
2013-09-16,0.05,15.59,5.257285236583333
2013-09-17,8.58,9.77,13.656526492083332
2013-09-18,0.03,7.28,11.968640689541667
2013-09-19,0.05,11.7,3.5693994342083335
2013-09-20,0.0,11.85,5.257285236583333
2013-09-21,0.0,10.860000000000001,13.656526492083332
2013-09-22,0.0,11.3,15.300575489166667
2013-09-23,12.2,6.21,19.312229938333335
2013-09-24,0.24000000000000002,10.45,21.483011830833334
2013-09-25,0.0,14.879999999999999,16.343094135416667
2013-09-26,0.03,12.58,11.771736754583335
2013-09-27,0.0,13.08,11.4
2013-09-28,0.0,12.530000000000001,11.4
2013-09-29,0.0,9.22,11.4
2013-09-30,0.0,9.03,11.4
2013-10-01,7.94,7.42,11.4
2013-10-02,0.0,10.28,11.4
2013-10-03,0.0,12.1,11.4
2013-10-04,0.0,11.55,11.4
2013-10-05,0.0,10.43,11.4
2013-10-06,0.02,10.62,11.4
2013-10-07,0.0,9.35,11.4
2013-10-08,0.0,11.34,11.4
2013-10-09,0.0,11.34,11.4
2013-10-10,3.77,10.639999999999999,11.4
2013-10-11,0.02,12.27,11.4
2013-10-12,0.0,12.21,12.615679655833333
2013-10-13,2.06,6.9,18.030979938333335
2013-10-14,11.26,5.38,17.96524884195833
2013-10-15,0.0,11.51,2.3179526749166666
2013-10-16,0.0,10.11,0.9
2013-10-17,0.0,8.03,0.9
2013-10-18,0.0,7.93,0.9
2013-10-19,8.96,6.11,3.3313593107083332
2013-10-20,3.82,2.9499999999999997,9.299241254375
2013-10-21,0.05,3.7800000000000002,1.6434735082499998
2013-10-22,0.09,6.39,3.3313593107083332
2013-10-23,4.359999999999999,4.77,11.730600562833333
2013-10-24,0.03,6.42,10.042714761541667
2013-10-25,0.0,8.93,1.6434735082499998
2013-10-26,0.0,8.16,3.3313593107083332
2013-10-27,0.0,7.2299999999999995,9.299241254375
2013-10-28,5.34,6.12,2.063612397125
2013-10-29,0.04,6.1,2.77152777775
2013-10-30,0.05,6.91,4.49652777775
2013-10-31,0.02,5.74,8.18964763375
2013-11-01,0.0,4.51,2.383114712
2013-11-02,0.0,3.98,1.825925926
2013-11-03,3.27,3.1100000000000003,1.825925926
2013-11-04,0.17,4.84,1.825925926
2013-11-05,0.0,6.26,1.825925926
2013-11-06,0.2,6.28,1.825925926
2013-11-07,0.0,7.390000000000001,1.825925926
2013-11-08,0.0,6.66,1.825925926
2013-11-09,0.0,3.48,4.257285236708333
2013-11-10,0.0,5.8500000000000005,10.225167181666666
2013-11-11,0.0,6.79,5.000758744916666
2013-11-12,0.0,5.5,10.225167181666666
2013-11-13,0.0,4.83,2.5693994342083335
2013-11-14,0.0,4.26,4.257285236708333
2013-11-15,0.0,4.3,10.225167181666666
2013-11-16,0.0,2.97,2.5693994342083335
2013-11-17,0.0,5.2,4.257285236708333
2013-11-18,0.0,7.93,10.225167181666666
2013-11-19,0.0,7.76,2.5693994342083335
2013-11-20,0.0,6.03,1.825925926
2013-11-21,0.0,4.51,1.825925926
2013-11-22,0.0,3.64,1.825925926
2013-11-23,0.0,2.99,1.825925926
2013-11-24,0.0,1.35,6.688644547333333
2013-11-25,0.0,3.84,21.055767746666668
2013-11-26,0.0,4.42,11.712114197541666
2013-11-27,0.0,4.93,2.5693994342083335
2013-11-28,0.0,5.5,1.825925926
2013-11-29,0.0,3.83,1.825925926
2013-11-30,0.0,3.5,1.8049189815833333
2013-12-01,0.0,3.23,1.7533564815
2013-12-02,0.0,2.49,1.7984953705000002
2013-12-03,0.0,2.27,1.7323495370833333
2013-12-04,0.0,2.5300000000000002,1.7259259259999997
2013-12-05,0.0,4.12,1.7259259259999997
2013-12-06,0.0,3.87,1.7259259259999997
2013-12-07,0.0,2.88,4.157285236666667
2013-12-08,0.0,1.7500000000000002,10.125167181125
2013-12-09,0.0,2.87,2.4693994342083334
2013-12-10,0.0,3.57,1.7259259259999997
2013-12-11,0.0,3.41,1.7259259259999997
2013-12-12,0.0,3.92,1.7259259259999997
2013-12-13,0.0,4.62,1.7259259259999997
2013-12-14,0.0,4.1899999999999995,1.7259259259999997
2013-12-15,0.0,3.41,1.7259259259999997
2013-12-16,0.0,2.87,1.7259259259999997
2013-12-17,0.0,3.42,1.7259259259999997
2013-12-18,0.0,3.21,1.7259259259999997
2013-12-19,0.0,2.93,1.7259259259999997
2013-12-20,0.0,2.79,1.7259259259999997
2013-12-21,0.0,2.68,1.7259259259999997
2013-12-22,0.0,2.62,1.7259259259999997
2013-12-23,0.0,2.64,1.7259259259999997
2013-12-24,0.0,2.87,1.7259259259999997
2013-12-25,0.0,2.44,1.7259259259999997
2013-12-26,0.0,3.02,1.7259259259999997
2013-12-27,0.0,3.15,1.7259259259999997
2013-12-28,0.0,2.34,1.7259259259999997
2013-12-29,0.0,2.74,1.7259259259999997
2013-12-30,0.0,3.14,1.7259259259999997
2013-12-31,0.0,3.89,4.262319958833333
2014-01-01,0.0,4.390000000000001,10.5930491255
2014-01-02,0.0,4.38,2.969399434208333
2014-01-03,0.0,4.74,2.225925926
2014-01-04,0.0,4.36,2.225925926
2014-01-05,0.0,2.22,3.441605581333333
2014-01-06,0.0,1.9100000000000001,7.6776965985
2014-01-07,0.0,2.35,8.211892361125
2014-01-08,0.0,4.16,6.987471868541667
2014-01-09,0.0,3.56,5.091112075291666
2014-01-10,0.0,3.03,13.99350405
2014-01-11,0.0,3.32,13.648291217083333
2014-01-12,0.0,3.82,13.533153291666666
2014-01-13,0.0,2.93,12.562016138750002
2014-01-14,0.0,2.48,7.169020061708333
2014-01-15,0.0,2.98,2.597662680125
2014-01-16,0.0,2.64,3.441605581333333
2014-01-17,0.0,2.91,8.856905864166666
2014-01-18,0.0,3.5500000000000003,10.996903935041667
2014-01-19,0.0,2.67,2.969399434208333
2014-01-20,0.0,2.3,2.225925926
2014-01-21,0.0,2.96,2.225925926
2014-01-22,0.0,2.97,2.225925926
2014-01-23,0.0,3.41,2.225925926
2014-01-24,0.0,2.4,2.225925926
2014-01-25,0.0,5.12,2.225925926
2014-01-26,0.0,6.2,2.225925926
2014-01-27,0.0,5.28,3.441605581333333
2014-01-28,0.0,5.74,8.856905864166666
2014-01-29,0.0,5.08,10.996903935041667
2014-01-30,0.0,5.68,2.969399434208333
2014-01-31,0.0,5.61,2.225925926
