time,prcp(mm/month),pet(mm/month),flow(m^3/s)
1985-03-01,207.81210000000002,304.0632,96.70125111347025
1985-04-01,40.76,512.7478,93.13408997222668
1985-05-01,47.0576,645.8142,30.61856414692258
1985-06-01,46.9039,977.5349,46.009655140945924
1985-07-01,8.0337,1113.5429,13.047139072755554
1985-08-01,9.9587,956.6106,9.546909733797131
1985-09-01,56.0134,620.6626,9.389802529355554
1985-10-01,150.3037,541.0455,29.600896425246596
1985-11-01,147.2783,156.4951,53.68107476526963
1985-12-01,176.4775,203.8787,130.30710357017563
1986-01-01,394.5179,171.1644,207.3212759931168
1986-02-01,517.2072000000001,178.9849,641.8168236165699
1986-03-01,220.78889999999998,403.1298,227.72026572840284
1986-04-01,77.6354,522.5147000000001,60.65269191177481
1986-05-01,125.79459999999999,566.625,103.92988640811397
1986-06-01,15.9777,811.0598,23.084993623788886
1986-07-01,5.7661,1120.5065,13.894130682639425
1986-08-01,1.3451,1030.2122,8.136778231493189
1986-09-01,188.04319999999998,573.967,32.30126022515926
1986-10-01,120.1663,410.7258,28.8898980802172
1986-11-01,217.8846,255.0031,83.31422015432148
1986-12-01,156.4449,191.0179,84.03288523294695
1987-01-01,308.4887,220.2707,211.4193280666903
1987-02-01,187.6995,313.1061,209.3445506547873
1987-03-01,295.6836,390.2595,212.3685428084466
1987-04-01,52.2899,563.1029,50.004753929030365
1987-05-01,54.2314,839.3224,26.565234687244445
1987-06-01,11.9258,900.9457,14.828833384863703
1987-07-01,29.7852,830.6715,9.520441249026522
1987-08-01,1.2458,1166.931,6.782321820440861
1987-09-01,2.5663,824.5069,5.602192347222963
1987-10-01,3.4835000000000003,630.3281,5.342983708691756
1987-11-01,170.45850000000002,229.4066,13.56975480045926
1987-12-01,492.712,170.7036,246.75019573665017
1988-01-01,315.078,166.4402,235.28660240622222
1988-02-01,20.0489,335.4153,59.797695762736396
1988-03-01,71.7657,481.5011,45.32500359072974
1988-04-01,128.782,427.43649999999997,44.72511204852592
1988-05-01,139.1173,497.2783,68.10615722807312
1988-06-01,101.4737,616.4583,90.72910840582888
1988-07-01,2.2852,1095.3463,19.194217187562007
1988-08-01,2.1963,1075.5077,10.532632729653047
1988-09-01,10.5078,938.3054,7.740268113722962
1988-10-01,11.8072,509.6345,7.019625504990681
1988-11-01,503.71590000000003,144.0599,230.92067102239926
1988-12-01,204.4654,225.0693,94.88496522672902
1989-01-01,170.3543,136.4604,198.78747043611682
1989-02-01,91.5975,182.1135,102.81801433366745
1989-03-01,454.1271,215.796,345.85186490857274
1989-04-01,112.5169,527.7175,126.74724407332964
1989-05-01,64.8403,643.4209,45.66087957385734
1989-06-01,30.228199999999998,904.4333,26.767916369785926
1989-07-01,4.2917000000000005,854.3881,14.302110476610036
1989-08-01,15.8551,928.1097,9.472067805393547
1989-09-01,57.0822,745.1467,7.456385979436296
1989-10-01,144.6116,452.946,16.660544008493186
1989-11-01,74.8906,255.2312,18.71830160702222
1989-12-01,63.015,252.0769,39.00724936472401
1990-01-01,370.4236,161.5738,209.6048675888896
1990-02-01,217.2371,170.7158,155.4547747063238
1990-03-01,122.9207,378.5358,126.29119506432473
1990-04-01,58.4056,545.2429,43.87818128604148
1990-05-01,229.14,742.4307,70.61062380303227
1990-06-01,37.346,685.3036,94.95433092279777
1990-07-01,14.796199999999999,989.752,19.382234722230105
1990-08-01,68.2544,798.038,11.552125865605019
1990-09-01,23.342000000000002,603.5317,9.406778872933332
1990-10-01,141.4,535.6346,10.957953951242294
1990-11-01,118.98939999999999,202.9689,24.765651328017036
1990-12-01,93.46039999999999,207.0888,37.28040871170179
1991-01-01,153.7981,251.4684,123.12684171264372
1991-02-01,116.12559999999999,284.3502,99.0690724855857
1991-03-01,352.6153,280.1156,208.62644625013763
1991-04-01,125.9641,421.3815,100.17927126198371
1991-05-01,95.1059,590.9421,53.00999211882724
1991-06-01,19.3421,836.1284,23.945128205788887
1991-07-01,25.788,1077.1793,14.229093958925446
1991-08-01,25.222900000000003,795.1036,9.801554844779927
1991-09-01,0.617,991.0865,7.517689429287406
1991-10-01,96.6114,704.6007,8.937221810241576
1991-11-01,182.7677,229.9301,35.17686367334444
1991-12-01,145.6441,183.7326,47.39775999739427
1992-01-01,187.3796,224.0753,63.86481023254122
1992-02-01,209.2156,282.4993,153.27488993323217
1992-03-01,134.8557,376.5699,62.410868819033695
1992-04-01,225.5047,444.6405,124.39885030844371
1992-05-01,11.661100000000001,888.592,29.788913959321864
1992-06-01,77.9159,846.8733,15.752157678133331
1992-07-01,24.4239,800.9924,11.038272118916845
1992-08-01,2.0427,961.2502,6.8599018723333325
1992-09-01,25.662,773.2998,5.868155016717777
1992-10-01,181.8465,506.3917,10.173026381686737
1992-11-01,156.82479999999998,220.80180000000001,62.388994284048884
1992-12-01,458.01120000000003,139.9207,164.8074083403577
1993-01-01,289.5032,152.4884,255.74948160559785
1993-02-01,191.7167,193.68959999999998,150.49323710433967
1993-03-01,251.56300000000002,256.6351,262.18406225871325
1993-04-01,326.2069,330.8162,259.1344056799837
1993-05-01,270.8523,426.3643,130.59916962905734
1993-06-01,65.1949,727.0088,100.5376606687
1993-07-01,8.2789,1189.1209000000001,23.2913565560724
1993-08-01,32.1059,968.4759,13.70246232238351
1993-09-01,2.1975000000000002,813.1004,9.078569621346666
1993-10-01,59.3266,485.202,8.540194492441577
1993-11-01,62.1079,396.3775,8.752246629953332
1993-12-01,338.4641,219.4167,103.96091842887097
1994-01-01,236.0251,228.5871,115.32959029105162
1994-02-01,197.9377,160.9028,100.82733632090078
1994-03-01,90.6832,425.4618,84.58963618221864
1994-04-01,107.3831,463.7931,58.540080654515556
1994-05-01,75.08709999999999,516.5119,54.607228450736194
1994-06-01,41.1913,692.6608,25.79554931577778
1994-07-01,1.3635,1219.944,12.048638190010035
1994-08-01,0.9902,967.5194,7.742489036589246
1994-09-01,19.6329,789.2497999999999,6.438748679562963
1994-10-01,56.7263,606.2573,7.878482301443728
1994-11-01,358.435,165.5786,105.69186626013109
1994-12-01,273.30289999999997,164.2425,174.01661668208672
1995-01-01,628.9299,147.957,435.5344032090731
1995-02-01,95.3903,246.917,199.09811661304124
1995-03-01,431.4679,313.3474,293.07917644524656
1995-04-01,246.7715,414.7429,194.77521277561482
1995-05-01,76.6594,637.3549,91.65398430288315
1995-06-01,97.3525,699.7866,44.16300655318148
1995-07-01,17.3001,921.3829,19.510926334130463
1995-08-01,6.5277,1073.8681,11.460855215238709
1995-09-01,32.8927,699.129,9.255878064817777
1995-10-01,24.3554,628.3303,7.538042785293906
1995-11-01,233.1683,204.0113,43.56411898927407
1995-12-01,585.1513,148.6821,361.24009608262867
1996-01-01,538.1131,136.4997,325.6719247275262
1996-02-01,354.1101,210.9014,309.78894368432486
1996-03-01,191.2344,417.5649,205.27681347482795
1996-04-01,243.90890000000002,429.28589999999997,222.96536921049332
1996-05-01,194.6177,679.965,152.43110852701577
1996-06-01,15.903400000000001,881.3779,38.50705579320518
1996-07-01,3.9392,1152.5841,16.497169550248028
1996-08-01,0.6086,1108.2258,10.08266843934767
1996-09-01,65.5556,738.2442,9.60483617608074
1996-10-01,149.0142,462.4484,22.919885021536917
1996-11-01,327.4608,177.2575,174.89686124341924
1996-12-01,883.1049,151.9611,615.0820211440049
1997-01-01,335.9203,210.7859,367.9576157208745
1997-02-01,89.3528,271.5885,138.7512682934746
1997-03-01,158.9745,398.6853,112.40892956825446
1997-04-01,153.2463,458.2754,109.19559429940074
1997-05-01,71.9797,628.6066,61.279112789587096
1997-06-01,56.3824,705.7396,29.187988016505184
1997-07-01,3.4378,994.1567,14.197149231919711
1997-08-01,42.1195,814.2581,9.459289914354121
1997-09-01,100.4669,537.1292,15.18345027303111
1997-10-01,242.6543,363.5772,70.81324463827312
1997-11-01,231.8937,175.9059,111.23275515198962
1997-12-01,179.6392,204.087,131.94084815262724
1998-01-01,595.3168000000001,144.5417,404.84921149235697
1998-02-01,409.5102,179.4012,342.92207711719044
1998-03-01,275.1567,315.9458,215.60865078825879
1998-04-01,106.7673,435.2654,103.58397065059852
1998-05-01,158.231,368.8252,67.87798060838207
1998-06-01,13.571299999999999,686.8574,37.024455394574815
1998-07-01,1.7276,896.0686,16.532765104027238
1998-08-01,0.2814,1061.7923,10.193105922123298
1998-09-01,9.5235,842.5978,7.810059735362963
1998-10-01,105.01140000000001,465.9694,10.952477710785661
1998-11-01,551.3297,162.5469,300.47651030608296
1998-12-01,259.39639999999997,197.5446,234.6111996143792
1999-01-01,296.6734,213.065,243.07198864539498
1999-02-01,570.2727,161.4645,409.0590701222436
1999-03-01,281.2931,265.3546,197.37277541383295
1999-04-01,80.8065,528.4568,128.6240728162237
1999-05-01,78.3647,653.7247,100.86319264816917
1999-06-01,7.7679,844.5045,37.58373149687259
1999-07-01,2.1687,1020.3509,15.108030296407884
1999-08-01,30.5089,690.1977,9.855404525905376
1999-09-01,0.30519999999999997,1032.3131,7.002740438776296
1999-10-01,114.3394,626.0697,11.029145053465234
1999-11-01,289.7446,220.9187,80.38580141949777
1999-12-01,128.9698,202.9163,123.19712011869606
2000-01-01,486.8344,141.11860000000001,325.47112928699784
2000-02-01,348.9728,160.3981,256.60616678227046
2000-03-01,101.9212,406.2816,133.74800697569535
2000-04-01,124.658,465.7876,60.67155451064518
2000-05-01,103.358,535.1619,77.26060318420645
2000-06-01,28.390900000000002,967.6834,31.351528293471112
2000-07-01,7.517,866.8018,14.977513267267382
2000-08-01,2.1551,976.2821,9.462028033100358
2000-09-01,17.0828,801.266,8.383482793092591
2000-10-01,113.8326,496.9942,14.150601202562722
2000-11-01,92.6298,193.1685,25.267396502688147
2000-12-01,164.9464,192.3403,82.8345016277785
2001-01-01,99.9105,225.6594,40.65194643461003
2001-02-01,132.0311,238.7653,68.36008520839842
2001-03-01,85.1929,363.9413,60.27513566519928
2001-04-01,95.2363,387.9267,49.75954012166222
2001-05-01,54.138400000000004,859.4107,42.366009195407166
2001-06-01,59.9652,805.9356,17.614839479072593
2001-07-01,8.1151,952.9723,10.411242770113978
2001-08-01,17.0102,786.3592,7.338160064649462
2001-09-01,23.2499,754.5607,5.856837456782963
2001-10-01,84.6977,564.2902,7.628400724668816
2001-11-01,377.4646,222.511,118.68348234900814
2001-12-01,382.5694,128.2036,290.2224052061025
2002-01-01,291.4939,185.8441,219.1773330994301
2002-02-01,213.95159999999998,255.6346,196.0464173110976
2002-03-01,186.7538,376.3748,136.36747455993117
2002-04-01,102.1846,515.8062,87.72995493182665
2002-05-01,29.5019,687.0376,34.71935434161362
2002-06-01,9.3217,876.0786,17.70915247955037
2002-07-01,1.4576,1131.542,10.401202999599281
2002-08-01,0.4744,1191.7234,7.368279378564874
2002-09-01,4.454599999999999,879.6777,6.246350155157777
2002-10-01,0.8066,733.7376,5.5985415235519715
2002-11-01,229.3355,311.2994,31.051612945397036
2002-12-01,681.1283,168.87619999999998,298.03060908370895
2003-01-01,212.4018,207.0412,238.40805855650535
2003-02-01,120.7361,273.4653,150.2406129955889
2003-03-01,280.4951,324.3119,204.36410701444157
2003-04-01,309.4554,252.63569999999999,204.15935653235408
2003-05-01,68.0806,596.1901,101.16438578317347
2003-06-01,1.4589,1049.6493,25.30606483328222
2003-07-01,0.5743,1065.7104,12.895629795744085
2003-08-01,37.721,762.6496,8.82587161943871
2003-09-01,20.0724,817.5572,7.202684000891852
2003-10-01,28.9263,560.5361,6.533152953471684
2003-11-01,183.0823,185.9825,24.269564934538515
2003-12-01,480.5534,120.3668,278.5397623048358
2004-01-01,254.1577,135.8611,218.09121241976916
2004-02-01,345.7862,198.9463,232.37097730719464
2004-03-01,113.2081,460.4376,115.8954682980681
2004-04-01,149.5766,570.8458,138.96077789157187
2004-05-01,45.6064,604.5840000000001,42.8533944549534
2004-06-01,13.9496,817.3945,19.604843828665924
2004-07-01,1.4465,1099.9332,10.897715321040144
2004-08-01,25.810599999999997,838.5646,8.336660950951972
2004-09-01,30.870700000000003,705.1462,7.298883265238518
2004-10-01,200.7602,435.358,26.221144346099642
2004-11-01,55.0689,257.7037,18.603239742579998
2004-12-01,361.3491,192.9505,215.05828878569247
2005-01-01,163.4557,149.1821,134.3869015075104
2005-02-01,60.801500000000004,270.3425,58.92204831623015
2005-03-01,239.9881,419.1352,145.93263841751755
2005-04-01,180.5722,377.0117,185.20244301792
2005-05-01,198.8883,460.681,139.2424999525061
2005-06-01,120.5566,577.6133,61.43548983258666
2005-07-01,3.6272,976.8239,23.442865833676702
2005-08-01,0.5879,1054.1216,11.433474021255197
2005-09-01,8.8871,751.4605,8.19674304742963
2005-10-01,114.016,379.0194,12.176417094475985
2005-11-01,317.9594,202.0405,133.86410323389333
2005-12-01,641.6231,137.9857,471.075193398648
2006-01-01,474.3697,138.621,427.42956972237056
2006-02-01,165.869,325.1597,207.8187010212087
2006-03-01,339.2646,273.9151,220.78369651931826
2006-04-01,157.8473,405.2366,178.70427714318592
2006-05-01,82.6458,756.3671,65.57796029005377
2006-06-01,41.2009,805.8645,47.36210359787556
2006-07-01,0.8759,1111.5017,15.628272986837276
2006-08-01,2.2957,1084.0063,9.803380256091756
2006-09-01,9.5245,885.9929,7.557300892734815
2006-10-01,29.863500000000002,633.9988,7.304389927517563
2006-11-01,484.8756,136.809,195.20622319150442
2006-12-01,432.6023,205.3436,369.0072281820057
2007-01-01,101.52080000000001,226.8613,135.9293754514523
2007-02-01,327.4855,152.57229999999998,155.04047116030637
2007-03-01,118.7156,346.39140000000003,173.8158212546007
2007-04-01,118.6085,453.1559,102.11268781251555
2007-05-01,49.2722,710.8158,49.11182275878423
2007-06-01,28.3528,775.0327,20.877126234423702
2007-07-01,15.019,892.2096,12.360783802370609
2007-08-01,18.6888,913.3642,8.428844306381361
2007-09-01,40.9516,806.7649,6.604739566774814
2007-10-01,246.2605,324.1017,67.32396777963513
2007-11-01,187.1831,269.8289,101.30725476693333
2007-12-01,339.9154,155.6896,194.19655686135482
2008-01-01,422.7364,170.0313,228.70598872603728
2008-02-01,148.7653,179.8148,186.20313650167816
2008-03-01,167.0201,316.2909,141.65204505091825
2008-04-01,102.4123,449.6923,85.50416806970591
2008-05-01,25.5082,702.9707,64.08112166862723
2008-06-01,13.3122,957.0278999999999,26.062455111387404
2008-07-01,0.5706,1193.3597,11.910819510286737
2008-08-01,18.2832,938.0583,8.523765778778495
2008-09-01,1.1336,1000.0763,6.24446389618963
2008-10-01,95.8302,486.7077,11.110375929759856
2008-11-01,210.26500000000001,180.2704,89.24179235702148
2008-12-01,383.2677,152.7023,257.6515619407828
2009-01-01,75.8299,275.2905,161.2113448375742
2009-02-01,241.7612,201.7596,134.62844275869207
2009-03-01,236.6153,326.4659,228.17661896897062
2009-04-01,53.27329999999999,543.0214,64.6044067154126
2009-05-01,149.3033,655.0944,112.16249882181003
2009-06-01,26.5179,791.0322,24.785457056677778
2009-07-01,2.5062,1065.7817,12.861859658612184
2009-08-01,8.7988,960.2588,8.261819019584228
2009-09-01,19.4665,769.0931,6.759412890376296
2009-10-01,110.2594,447.66839999999996,14.021909587105375
2009-11-01,195.5959,227.6149,64.61006549783036
2009-12-01,209.6175,170.8377,94.27527730791613
2010-01-01,287.4767,168.7294,252.08040156971612
2010-02-01,203.8208,195.8918,170.1069733039762
2010-03-01,254.0145,322.9418,159.48632958993548
2010-04-01,257.6597,388.8165,219.11739871197554
2010-05-01,141.5045,463.056,120.8879727289878
2010-06-01,102.0673,657.2245,141.1205456548896
2010-07-01,0.7422000000000001,1145.284,23.977711828235844
2010-08-01,3.0914,933.9541,12.461181515224373
2010-09-01,71.5457,609.1267,13.308507784817037
2010-10-01,201.7572,474.1873,40.02765520514623
2010-11-01,242.3182,188.7079,116.35395119401925
2010-12-01,482.4205,130.0849,356.0011609011147
2011-01-01,95.5641,245.2222,147.81281377012687
2011-02-01,196.0094,272.1816,90.75268666008333
2011-03-01,487.1244,210.2577,360.86588640504084
2011-04-01,175.9454,394.0326,200.56603113053185
2011-05-01,136.3693,491.8276,83.18406820937992
2011-06-01,31.5212,701.7669,57.134816917685924
2011-07-01,16.9494,937.4368000000001,18.065199276268817
2011-08-01,0.7883,909.4959,9.230200589599999
2011-09-01,8.403599999999999,846.8998,6.567957493311111
2011-10-01,137.1329,371.1551,15.972363327982078
2011-11-01,213.3864,218.805,75.39004168491925
2011-12-01,113.0625,272.237,78.71089377212617
2012-01-01,359.1751,227.4981,303.83085875166665
2012-02-01,142.6863,249.0386,88.56966587024213
2012-03-01,567.524,248.7867,384.6053818549276
2012-04-01,189.1224,318.0696,242.83711884824592
2012-05-01,50.865,672.7499,77.22409491884301
2012-06-01,91.6879,649.3692,34.107354227037035
2012-07-01,13.7791,855.4877,18.316193557513976
2012-08-01,1.2898,1016.3838000000001,10.723388384253045
2012-09-01,0.6161,863.6297,8.277852229004445
2012-10-01,143.0221,441.0514,21.043360507557708
2012-11-01,392.8719,186.1288,161.65060003395556
2012-12-01,534.639,142.6148,368.7334162540272
2013-01-01,94.89670000000001,165.8676,104.11242769995411
2013-02-01,70.084,252.8869,64.37872917433253
2013-03-01,140.1506,357.5436,91.4349347557577
2013-04-01,99.1847,627.7133,117.75921493391185
2013-05-01,64.9325,723.9567,32.1966336422724
2013-06-01,50.5403,832.9112,24.03661181873333
2013-07-01,0.5137,1138.0519,13.509881258250179
2013-08-01,17.170099999999998,789.5106,9.335161834883154
2013-09-01,173.8433,576.4605,32.88505771364592
2013-10-01,3.5333,470.1574,23.06044182000645
2013-11-01,84.2525,266.6756,28.970124979796296
2013-12-01,40.6963,257.5297,24.457795433049462
2014-01-01,90.68350000000001,314.1099,27.628537730250176
2014-02-01,355.1935,186.3722,276.3131822641159
2014-03-01,368.4112,401.7109,242.44222119266666
2014-04-01,90.7007,520.4406,87.2961151198274
2014-05-01,72.1758,658.7089,69.9680784385154
2014-06-01,17.0874,1076.132,20.92711212740296
2014-07-01,6.0693,1080.3796,12.201060169120428
2014-08-01,3.8523,988.2217,8.194278740577777
2014-09-01,70.0189,829.0919,8.082624314002963
2014-10-01,313.8806,390.8125,45.89909596109893
2014-11-01,208.0583,197.3682,106.81890663957851
2014-12-01,389.67310000000003,167.4476,266.7749758316968
2015-01-01,94.2307,232.5655,98.45364755094265
2015-02-01,266.34520000000003,335.4109,224.60304715925477
2015-03-01,127.73989999999999,447.3785,72.50540244317203
2015-04-01,89.985,578.3169,63.43492548375925
2015-05-01,29.3973,668.8581,22.922623140875984
2015-06-01,10.1502,1070.6908,13.663124672984443
2015-07-01,5.1173,1070.7587,9.34246348605878
2015-08-01,21.413,933.4545,7.307128045670967
2015-09-01,19.1587,763.7703,7.07253205674074
2015-10-01,43.9468,551.7111,6.876330588960573
2015-11-01,158.6399,217.4296,33.682002585601474
2015-12-01,657.1734,117.7906,445.1388134602544
2016-01-01,411.2506,149.8616,326.16478621152254
2016-02-01,133.0431,243.4895,135.43997594731263
2016-03-01,384.4538,334.2887,330.3723630699226
2016-04-01,104.61540000000001,556.8044,81.23178905586741
2016-05-01,28.5094,778.4253,35.874840740641574
2016-06-01,14.0533,948.1232,17.31020847837111
2016-07-01,19.405,1095.4805,11.345854201219353
2016-08-01,0.7502,1080.8263,7.287961209111827
2016-09-01,2.5298,900.0899,6.240691377028147
2016-10-01,490.1443,255.2046,182.09863253806236
2016-11-01,276.2901,194.9796,199.13247348712667
2016-12-01,256.2011,176.1725,253.70501909027308
2017-01-01,465.2236,160.1262,357.9908610207656
2017-02-01,554.3104,160.85569999999998,502.0146390556857
2017-03-01,352.1869,247.6758,291.42717776449746
2017-04-01,266.542,408.8705,214.4017485949726
2017-05-01,66.902,666.9299,83.89597926006523
2017-06-01,51.977900000000005,802.5993,35.838940953422224
2017-07-01,1.5116,1142.6588,15.914862818304657
2017-08-01,1.8231000000000002,1112.0129,9.638180385349104
2017-09-01,47.2586,751.5546,8.857877197104443
2017-10-01,88.5963,553.3864,16.428716567956986
2017-11-01,400.5907,174.9216,195.9286607891926
2017-12-01,71.3593,229.9806,60.174737954716846
2018-01-01,288.5648,167.3001,172.70231936020716
2018-02-01,104.8638,278.6882,70.77517173709842
2018-03-01,290.59749999999997,306.8952,218.830504657324
2018-04-01,190.9085,447.5896,176.41247118164964
2018-05-01,19.9356,671.0817,39.02093996319785
2018-06-01,19.8903,970.4876,17.827043734588887
2018-07-01,1.4461,1232.6326,10.242392071412185
2018-08-01,1.324,944.2506999999999,7.196690561116845
2018-09-01,7.4296,877.4463,5.841747374623703
2018-10-01,49.987300000000005,567.5651,6.839822329525448
2018-11-01,198.4283,381.2309,25.74744968360444
2018-12-01,245.5108,181.4506,114.26719995073762
2019-01-01,316.2128,220.3426,231.18855033442725
2019-02-01,483.1015,131.876,272.7532032422754
2019-03-01,155.5932,313.9193,145.81398658976704
2019-04-01,248.6903,525.16,260.22843652902
2019-05-01,119.7757,706.4773,58.559247488347665
2019-06-01,11.6503,1096.4191,23.327378041785927
2019-07-01,1.793,981.2685,12.188282279266666
2019-08-01,11.7144,930.4935,8.241739477369174
2019-09-01,117.4964,533.2608,9.882116401222222
2019-10-01,49.6473,574.6584,11.741968811584947
2019-11-01,85.1404,307.39979999999997,9.635016336723703
2019-12-01,267.6945,141.1255,101.7220494386939
2020-01-01,415.82759999999996,132.4169,283.0485322828265
2020-02-01,25.4876,346.1091,72.83240314335401
2020-03-01,135.4949,364.9888,49.29710217648458
2020-04-01,52.0989,557.6443,68.40522071522295
2020-05-01,152.6405,570.4149,68.66017005622724
2020-06-01,39.8144,752.6553,29.212509395342963
2020-07-01,0.6134000000000001,1133.1616,13.384840468380643
2020-08-01,1.3523,1135.8662,7.899474548129032
2020-09-01,37.3869,785.8061,6.393478439823704
2020-10-01,29.352099999999997,703.1169,6.667320805828673
2020-11-01,228.9231,247.911,48.05624730001481
2020-12-01,210.368,193.192,99.00766038976774
2021-01-01,378.8073,225.1659,248.4021944707541
2021-02-01,249.6903,205.2511,266.8923238067587
2021-03-01,151.5666,422.1183,94.76631338830752
2021-04-01,33.9102,712.7988,38.14772325241037
2021-05-01,9.6891,905.6233,19.169574112917562
2021-06-01,49.0923,813.782,15.161758283564444
2021-07-01,2.7686,1113.2685,8.22439805449319
2021-08-01,0.9504,1103.9578,5.572985742658781
2021-09-01,85.4314,806.9282,6.562298713956296
2021-10-01,228.62619999999998,364.7794,51.36894587512186
2021-11-01,178.0802,223.8584,114.26963383475926
2021-12-01,345.1508,138.4818,162.95005066471614
2022-01-01,141.4397,243.5597,210.88083125662152
2022-02-01,32.9278,411.9677,33.560608276268255
2022-03-01,107.90610000000001,422.4831,39.5064998084681
2022-04-01,223.656,444.596,115.87389801065258
2022-05-01,143.511,517.6297,126.69278591573979
2022-06-01,80.0096,674.6161,51.72313683283703
2022-07-01,7.823499999999999,846.9035,19.275448064449463
2022-08-01,2.1683,897.8627,11.093034506883871
2022-09-01,13.3918,728.6218,8.426866773863704
2022-10-01,18.841,509.683,7.354588782462366
2022-11-01,211.1025,205.5018,20.62248112731407
2022-12-01,366.4101,131.1982,192.1338402418043
2023-01-01,280.2343,275.2888,263.7539173924889
2023-02-01,167.6459,237.3474,59.06351781825952
2023-03-01,340.3317,234.3416,246.63154389526449
2023-04-01,165.8828,364.1488,191.08757437821552
2023-05-01,54.2785,649.4847,75.28915719249463
2023-06-01,10.7315,925.6092,21.878730321734814
2023-07-01,0.4501,1078.1239,11.035533999577776
2023-08-01,4.7787,910.5479,7.609233888702509
2023-09-01,95.2547,625.6919,9.008778000319259
2023-10-01,90.6884,389.5075,15.74875024131326
2023-11-01,184.4831,227.2717,58.165658033399254
2023-12-01,348.956547059,147.2975,196.4874501171957
